claim_id,policy_id,date_of_loss,report_date,segment,product_line,incurred_amount,paid_amount,outstanding_amount,status,period_month
CLM-2024-00084,POL-3481,2024-09-30,2024-10-23,Casualty,QuotaShare,6921.17,2505.12,4416.05,Open,9
CLM-2024-00085,POL-5815,2024-06-13,2024-08-04,Life,ExcessOfLoss,318.42,148.24,170.18,Open,6
CLM-2024-00086,POL-3049,2024-06-19,2024-08-21,Property,QuotaShare,292731.53,3024.58,289706.95,Open,6
CLM-2024-00087,POL-6783,2024-03-07,2024-03-14,Property,StopLoss,3469.26,1655.07,1814.1900000000003,Open,3
CLM-2024-00088,POL-3940,2024-05-10,2024-05-24,Casualty,QuotaShare,3630.13,1180.47,2449.66,Open,5
CLM-2024-00089,POL-5012,2024-12-21,2025-01-08,Casualty,StopLoss,11730.2,1937.41,9792.79,Open,12
CLM-2024-00090,POL-4313,2024-07-06,2024-09-29,Property,StopLoss,6568.67,71.26,6497.41,Open,7
CLM-2024-00091,POL-5284,2024-04-22,2024-07-08,Casualty,ExcessOfLoss,2055.51,1008.83,1046.6800000000003,Open,4
CLM-2024-00092,POL-1117,2024-05-10,2024-06-07,Life,QuotaShare,2149.15,1911.52,237.6300000000001,Open,5
CLM-2024-00093,POL-6048,2024-08-29,2024-09-21,Life,ExcessOfLoss,8460.14,4720.6,3739.539999999999,Open,8
CLM-2024-00094,POL-1492,2024-07-25,2024-10-10,Property,QuotaShare,8857.63,3409.56,5448.07,Open,7
CLM-2024-00095,POL-7997,2024-06-08,2024-08-30,Life,QuotaShare,13984.1,5822.59,8161.51,Open,6
CLM-2024-00096,POL-5168,2024-06-25,2024-06-28,Property,ExcessOfLoss,13184.8,9777.87,3406.9299999999985,Open,6
CLM-2024-00097,POL-9188,2024-10-04,2024-12-20,Property,StopLoss,4541.57,1589.15,2952.4199999999996,Open,10
CLM-2024-00098,POL-6704,2024-12-12,2025-01-18,Casualty,QuotaShare,36370.63,7203.11,29167.519999999997,Open,12
CLM-2024-00099,POL-7114,2024-02-01,2024-03-10,Property,QuotaShare,10917.84,9336.48,1581.3600000000006,Open,2
CLM-2024-00100,POL-4092,2024-12-17,2025-02-05,Property,QuotaShare,2195.64,1424.72,770.9199999999998,Open,12
CLM-2024-00101,POL-3712,2024-12-26,2025-03-09,Marine,StopLoss,2608.16,1825.73,782.4299999999998,Open,12
CLM-2024-00102,POL-2181,2024-06-17,2024-08-26,Aviation,ExcessOfLoss,5856.47,686.42,5170.05,Open,6
CLM-2024-00103,POL-2477,2024-10-27,2025-01-02,Casualty,StopLoss,3325.07,2251.22,1073.8500000000004,Open,10
CLM-2024-00104,POL-3768,2024-06-02,2024-07-27,Property,QuotaShare,2524.02,1235.41,1288.61,Open,6
CLM-2024-00105,POL-3320,2024-07-06,2024-09-23,Marine,QuotaShare,16838.76,6894.77,9943.989999999998,Open,7
CLM-2024-00106,POL-7104,2024-03-21,2024-05-31,Aviation,StopLoss,5996.67,3308.29,2688.38,Open,3
CLM-2024-00107,POL-1983,2024-09-22,2024-11-16,Marine,QuotaShare,12615.74,881.35,11734.39,Open,9
CLM-2024-00108,POL-2866,2024-11-25,2024-11-27,Life,ExcessOfLoss,13036.68,2615.77,10420.91,Open,11
CLM-2024-00109,POL-8705,2024-02-13,2024-03-26,Aviation,ExcessOfLoss,7585.36,7396.23,189.1300000000001,Open,2
CLM-2024-00110,POL-4523,2024-05-31,2024-08-07,Aviation,QuotaShare,9114.11,9060.5,53.61000000000058,Open,5
CLM-2024-00111,POL-8284,2024-08-30,2024-10-27,Property,StopLoss,2901.06,1596.54,1304.52,Open,8
CLM-2024-00112,POL-1366,2024-06-07,2024-06-23,Marine,QuotaShare,7030.43,5610.86,1419.5700000000006,Open,6
CLM-2024-00113,POL-7315,2024-04-18,2024-05-20,Casualty,QuotaShare,113054.53,61511.47,51543.06,Open,4
CLM-2024-00114,POL-4785,2024-10-10,2025-01-01,Life,StopLoss,80105.36,20104.65,60000.71,Open,10
CLM-2024-00115,POL-9760,2024-08-07,2024-09-13,Aviation,ExcessOfLoss,5271.2,4249.79,1021.4099999999999,Open,8
CLM-2024-00116,POL-7452,2024-11-07,2025-01-10,Casualty,StopLoss,3727.14,3129.3,597.8399999999997,Open,11
CLM-2024-00117,POL-2164,2024-10-03,2024-11-08,Marine,ExcessOfLoss,2525.99,775.31,1750.6799999999998,Open,10
CLM-2024-00118,POL-1907,2024-10-02,2024-10-19,Aviation,QuotaShare,6445.12,4403.54,2041.58,Open,10
CLM-2024-00119,POL-3803,2024-04-07,2024-04-08,Life,ExcessOfLoss,277.68,240.08,37.599999999999994,Open,4
CLM-2024-00120,POL-7416,2024-03-12,2024-05-31,Life,StopLoss,55471.35,26337.56,29133.789999999997,Open,3
CLM-2024-00121,POL-6224,2024-10-07,2024-11-08,Marine,QuotaShare,2865.58,988.15,1877.4299999999998,Open,10
CLM-2024-00122,POL-2433,2024-08-19,2024-11-17,Aviation,QuotaShare,4220.98,134.02,4086.9599999999996,Open,8
CLM-2024-00123,POL-5855,2024-11-08,2024-11-09,Marine,QuotaShare,15244.75,9040.01,6204.74,Open,11
CLM-2024-00124,POL-6985,2024-04-28,2024-06-18,Property,QuotaShare,32538.24,15935.0,16603.24,Open,4
CLM-2024-00125,POL-4544,2024-09-01,2024-09-08,Marine,QuotaShare,2173.69,1494.69,679.0,Open,9
CLM-2024-00126,POL-9025,2024-08-18,2024-10-22,Property,ExcessOfLoss,17021.3,14655.86,2365.4399999999987,Open,8
CLM-2024-00127,POL-9076,2024-04-04,2024-04-15,Life,ExcessOfLoss,113.05,48.11,64.94,Open,4
CLM-2024-00128,POL-3093,2024-09-05,2024-11-14,Casualty,ExcessOfLoss,1740.94,898.62,842.32,Open,9
CLM-2024-00129,POL-5221,2024-08-29,2024-10-22,Life,QuotaShare,333.79,330.88,2.910000000000025,Open,8
CLM-2024-00130,POL-9117,2024-03-08,2024-06-06,Casualty,QuotaShare,6407.61,5243.72,1163.8899999999994,Open,3
CLM-2024-00131,POL-7004,2024-04-23,2024-06-11,Life,QuotaShare,26771.72,24330.63,2441.09,Open,4
CLM-2024-00132,POL-1003,2024-04-22,2024-06-06,Casualty,QuotaShare,23467.62,3716.4,19751.219999999998,Open,4
CLM-2024-00133,POL-8763,2024-02-03,2024-04-15,Life,StopLoss,37168.33,9630.46,27537.870000000003,Open,2
CLM-2024-00134,POL-1545,2024-08-01,2024-10-03,Property,QuotaShare,11102.47,5123.86,5978.61,Open,8
CLM-2024-00135,POL-8440,2024-01-05,2024-01-19,Life,StopLoss,3179.63,2362.04,817.5900000000001,Open,1
CLM-2024-00136,POL-9725,2024-01-20,2024-03-25,Property,QuotaShare,9020.43,5065.63,3954.8,Open,1
CLM-2024-00137,POL-4973,2024-07-07,2024-07-30,Property,ExcessOfLoss,3483.54,3316.17,167.3699999999999,Open,7
CLM-2024-00138,POL-1646,2024-11-04,2024-11-24,Casualty,QuotaShare,2667.76,534.71,2133.05,Open,11
CLM-2024-00139,POL-9525,2024-10-31,2024-11-11,Property,StopLoss,8108.43,6566.52,1541.9099999999999,Open,10
CLM-2024-00140,POL-3616,2024-10-18,2024-11-14,Property,ExcessOfLoss,18286.62,8397.05,9889.57,Open,10
CLM-2024-00141,POL-2802,2024-12-29,2025-03-11,Casualty,QuotaShare,19058.94,4442.2,14616.739999999998,Open,12
CLM-2024-00142,POL-6734,2024-06-21,2024-07-04,Aviation,QuotaShare,6393.44,4596.51,1796.9299999999994,Open,6
CLM-2024-00143,POL-7043,2024-10-10,2024-10-17,Aviation,ExcessOfLoss,21420.16,11498.59,9921.57,Open,10
CLM-2024-00144,POL-5461,2024-02-21,2024-04-22,Marine,ExcessOfLoss,2741.68,312.25,2429.43,Open,2
CLM-2024-00145,POL-6102,2024-03-22,2024-03-27,Casualty,QuotaShare,12320.53,2493.04,9827.490000000002,Open,3
CLM-2024-00146,POL-6889,2024-12-19,2025-02-22,Aviation,StopLoss,51018.15,27580.77,23437.38,Open,12
CLM-2024-00147,POL-3361,2024-11-13,2024-12-07,Property,StopLoss,814596.67,663482.79,151113.88,Open,11
CLM-2024-00148,POL-2971,2024-07-21,2024-08-18,Casualty,QuotaShare,1282.05,957.03,325.02,Open,7
CLM-2024-00149,POL-5326,2024-01-02,2024-03-21,Marine,ExcessOfLoss,11567.54,10235.91,1331.630000000001,Open,1
CLM-2024-00150,POL-8432,2024-08-30,2024-10-25,Aviation,StopLoss,4891.93,861.5,4030.4300000000003,Open,8
CLM-2024-00151,POL-4216,2024-06-10,2024-08-12,Life,QuotaShare,8080.11,2156.09,5924.0199999999995,Open,6
CLM-2024-00152,POL-9367,2024-06-25,2024-09-23,Casualty,ExcessOfLoss,16309.51,2091.84,14217.67,Open,6
CLM-2024-00153,POL-7979,2024-06-26,2024-08-05,Life,QuotaShare,8846.74,4248.38,4598.36,Open,6
CLM-2024-00154,POL-3593,2024-02-01,2024-04-30,Casualty,StopLoss,12504.12,8891.67,3612.4500000000007,Open,2
CLM-2024-00155,POL-8131,2024-08-25,2024-09-27,Property,ExcessOfLoss,18317.1,401.82,17915.28,Open,8
CLM-2024-00156,POL-9801,2024-06-05,2024-08-30,Marine,QuotaShare,4134.15,832.52,3301.6299999999997,Open,6
CLM-2024-00157,POL-1910,2024-04-11,2024-06-09,Casualty,QuotaShare,9265.4,7670.87,1594.5299999999997,Open,4
CLM-2024-00158,POL-1565,2024-04-29,2024-07-04,Casualty,ExcessOfLoss,21329.71,17140.41,4189.299999999999,Open,4
CLM-2024-00159,POL-7629,2024-02-04,2024-04-20,Marine,ExcessOfLoss,21920.45,9545.01,12375.44,Open,2
CLM-2024-00160,POL-8052,2024-06-12,2024-06-20,Life,StopLoss,22725.81,9414.87,13310.94,Open,6
CLM-2024-00161,POL-8032,2024-08-18,2024-09-01,Property,QuotaShare,33484.51,7910.23,25574.280000000002,Open,8
CLM-2024-00162,POL-7288,2024-11-24,2025-01-05,Aviation,ExcessOfLoss,57268.41,5327.36,51941.05,Open,11
CLM-2024-00163,POL-6730,2024-09-28,2024-10-27,Aviation,ExcessOfLoss,688.56,328.97,359.5899999999999,Open,9
CLM-2024-00164,POL-3767,2024-12-08,2025-02-17,Marine,StopLoss,3306.74,1786.15,1520.5899999999997,Open,12
CLM-2024-00165,POL-7278,2024-09-18,2024-10-10,Casualty,StopLoss,21541.99,15013.32,6528.670000000002,Open,9
CLM-2024-00166,POL-9775,2024-12-15,2025-01-29,Marine,StopLoss,12456.24,5567.7,6888.54,Open,12
CLM-2024-00167,POL-8208,2024-05-02,2024-07-27,Marine,StopLoss,282970.92,109358.16,173612.75999999998,Open,5
CLM-2024-00168,POL-2903,2024-06-01,2024-06-11,Marine,QuotaShare,16465.92,1819.56,14646.359999999999,Open,6
CLM-2024-00169,POL-1381,2024-08-20,2024-09-24,Aviation,QuotaShare,4486.69,26.9,4459.79,Open,8
CLM-2024-00170,POL-4962,2024-03-17,2024-04-22,Aviation,QuotaShare,160615.49,121116.39,39499.09999999999,Open,3
CLM-2024-00171,POL-1446,2024-09-25,2024-11-30,Property,StopLoss,14086.48,609.63,13476.85,Open,9
CLM-2024-00172,POL-1867,2024-05-12,2024-05-31,Aviation,ExcessOfLoss,2140403.45,1050238.99,1090164.4600000002,Open,5
CLM-2024-00173,POL-4729,2024-02-20,2024-04-22,Property,StopLoss,87279.29,8231.15,79048.14,Open,2
CLM-2024-00174,POL-3678,2024-07-21,2024-08-09,Aviation,QuotaShare,782.34,94.73,687.61,Open,7
CLM-2024-00175,POL-8744,2024-12-29,2025-03-18,Marine,QuotaShare,11110.42,5349.74,5760.68,Open,12
CLM-2024-00176,POL-6323,2024-11-23,2025-01-24,Casualty,ExcessOfLoss,5052.45,1052.8,3999.6499999999996,Open,11
CLM-2024-00177,POL-8136,2024-11-08,2025-01-21,Marine,QuotaShare,194575.0,154454.63,40120.369999999995,Open,11
CLM-2024-00178,POL-8493,2024-07-18,2024-07-21,Life,StopLoss,29223.15,5633.94,23589.210000000003,Open,7
CLM-2024-00179,POL-5788,2024-11-25,2025-01-24,Property,QuotaShare,138279.56,46898.52,91381.04000000001,Open,11
CLM-2024-00180,POL-9811,2024-04-23,2024-07-08,Marine,ExcessOfLoss,67116.45,58255.91,8860.539999999994,Open,4
CLM-2024-00181,POL-3246,2024-01-12,2024-01-18,Property,QuotaShare,32742.26,29351.85,3390.41,Open,1
CLM-2024-00182,POL-7675,2024-01-09,2024-01-14,Aviation,StopLoss,554.14,396.44,157.7,Open,1
CLM-2024-00183,POL-2671,2024-10-30,2024-12-14,Casualty,StopLoss,3438.96,1508.75,1930.21,Open,10
CLM-2024-00184,POL-4444,2024-04-03,2024-05-18,Property,StopLoss,1815.16,562.79,1252.3700000000001,Open,4
CLM-2024-00185,POL-4905,2024-06-10,2024-06-30,Aviation,StopLoss,1763.77,1514.93,248.83999999999992,Open,6
CLM-2024-00186,POL-6781,2024-03-19,2024-04-17,Property,ExcessOfLoss,11242.2,9926.69,1315.5100000000002,Open,3
CLM-2024-00187,POL-1530,2024-06-14,2024-09-08,Aviation,StopLoss,6870.3,4581.07,2289.2300000000005,Open,6
CLM-2024-00188,POL-2664,2024-04-02,2024-06-07,Property,QuotaShare,8291.43,7312.6,978.8299999999999,Open,4
CLM-2024-00189,POL-5948,2024-03-06,2024-03-16,Life,QuotaShare,15568.7,15350.99,217.71000000000095,Open,3
CLM-2024-00190,POL-6709,2024-12-19,2025-03-15,Aviation,StopLoss,7878.35,1343.47,6534.88,Open,12
CLM-2024-00191,POL-1835,2024-04-09,2024-05-11,Life,ExcessOfLoss,3559.71,1151.69,2408.02,Open,4
CLM-2024-00192,POL-3483,2024-08-17,2024-08-25,Life,QuotaShare,4030.59,653.87,3376.7200000000003,Open,8
CLM-2024-00193,POL-1964,2024-06-19,2024-07-01,Life,ExcessOfLoss,6578.57,4305.9,2272.67,Open,6
CLM-2024-00194,POL-5292,2024-10-27,2025-01-16,Property,QuotaShare,1197.16,225.53,971.6300000000001,Open,10
CLM-2024-00195,POL-8065,2024-10-07,2024-11-27,Aviation,QuotaShare,987.82,15.74,972.08,Open,10
CLM-2024-00196,POL-3790,2024-01-27,2024-04-11,Property,ExcessOfLoss,25020.3,4361.99,20658.309999999998,Open,1
CLM-2024-00197,POL-1366,2024-05-18,2024-07-07,Marine,StopLoss,8524.79,8106.91,417.880000000001,Open,5
CLM-2024-00198,POL-3005,2024-03-25,2024-06-20,Marine,StopLoss,26641.12,18383.25,8257.869999999999,Open,3
CLM-2024-00199,POL-4672,2024-02-26,2024-03-28,Life,QuotaShare,198.68,10.3,188.38,Open,2
CLM-2024-00200,POL-6102,2024-11-30,2025-01-20,Life,QuotaShare,168712.62,94547.49,74165.12999999999,Open,11
CLM-2024-00201,POL-4943,2024-06-26,2024-06-29,Property,StopLoss,8038.87,1969.4,6069.469999999999,Open,6
CLM-2024-00202,POL-6609,2024-06-29,2024-09-24,Property,QuotaShare,2080.64,886.89,1193.75,Open,6
CLM-2024-00203,POL-1498,2024-02-17,2024-03-16,Life,QuotaShare,12159.06,10503.33,1655.7299999999996,Open,2
CLM-2024-00204,POL-3781,2024-10-11,2024-10-15,Marine,ExcessOfLoss,26649.65,24935.1,1714.550000000003,Open,10
CLM-2024-00205,POL-2049,2024-10-30,2025-01-23,Marine,StopLoss,11704.17,10354.78,1349.3899999999994,Open,10
CLM-2024-00206,POL-3684,2024-10-01,2024-12-17,Aviation,ExcessOfLoss,464287.36,104594.9,359692.45999999996,Open,10
CLM-2024-00207,POL-5047,2024-12-14,2025-02-15,Life,StopLoss,10544.15,3638.03,6906.119999999999,Open,12
CLM-2024-00208,POL-5732,2024-11-23,2024-12-08,Casualty,StopLoss,5127.97,2784.89,2343.0800000000004,Open,11
CLM-2024-00209,POL-7669,2024-10-23,2024-12-06,Property,StopLoss,12393.83,8264.77,4129.0599999999995,Open,10
CLM-2024-00210,POL-4060,2024-10-11,2024-10-29,Life,ExcessOfLoss,8214.16,4980.25,3233.91,Open,10
CLM-2024-00211,POL-7993,2024-03-22,2024-06-11,Aviation,StopLoss,789.47,93.55,695.9200000000001,Open,3
CLM-2024-00212,POL-9560,2024-10-15,2024-12-13,Marine,StopLoss,35412.33,20361.34,15050.990000000002,Open,10
CLM-2024-00213,POL-1784,2024-02-18,2024-02-19,Property,StopLoss,3080.92,2795.48,285.44000000000005,Open,2
CLM-2024-00214,POL-7883,2024-11-17,2025-01-29,Life,ExcessOfLoss,13482.02,13419.48,62.54000000000087,Open,11
CLM-2024-00215,POL-8068,2024-10-21,2024-10-22,Aviation,ExcessOfLoss,2731.48,443.28,2288.2,Open,10
CLM-2024-00216,POL-7931,2024-01-28,2024-02-29,Life,StopLoss,1777.01,1516.29,260.72,Open,1
CLM-2024-00217,POL-7849,2024-03-02,2024-04-01,Property,StopLoss,871.46,553.58,317.88,Open,3
CLM-2024-00218,POL-5397,2024-01-29,2024-02-21,Casualty,QuotaShare,10250.33,5682.76,4567.57,Open,1
CLM-2024-00219,POL-7450,2024-04-18,2024-06-29,Aviation,ExcessOfLoss,9525.57,8997.26,528.3099999999995,Open,4
